,site,ref_to_about
698,http://vppit.ru/,http://vppit.ru/o-kompanii/
699,http://cell-systems.ru/,-
700,http://biomed76.ru/ ,-
701,http://ashmanov.net,-
702,http://www.adviserdog.com/,-
703,http://vnh-energo.ru,http://vnh-energo.ru/vnh-energo/
704,http://ref-med.ru/,http://ref-med.ru//#main
705,http://klever-ltd.ru/,-
706,http://temper.ru/,http://temper.ru//page/about
707,https://www.sawtechno.ru,-
708,https://ipro-gsm.ru,https://ipro-gsm.ru/o-nas
709,http://www.severhimprom.com,http://www.severhimprom.com/o-kompanii.html
710,http://www.uralalmazinvest.ru/,-
711,http://www.vidiguide.ru/,-
712,http://innovation-tech.ru/algoritm,-
713,http://uniscan-research.com/,-
714,http://energomash76.ru,-
715,https://streletz.spb.ru/,-
716,http://techwb.ru/,-
717,https://runcall.ru,-
718,http://skytracking.ru/,-
719,http://ekodrev-tver.ru,http://ekodrev-tver.ru/o-zavode/
720,http://www.gyrolab.ru/,http://www.gyrolab.ru//
721,https://www.movicom.tv/en/,-
722,http://www.rosteleservice.ru/,-
723,http://rosizolit.ru,http://rosizolit.ru/about/
724,http://innovation-tech.ru/npo-atom,-
725,http://ame-info.ru/,http://ame-info.ru//about/
726,https://npk-ptm.ru/,https://npk-ptm.ru/about-company/
727,http://www.iridiummobile.ru/,-
728,http://alm163.ru,-
729,http://innovation-tech.ru/splav-arm,-
730,http://ininco.ru/,https://ininco.ru/o-kompanii/
731,http://www.sensor-rpg.ru,-
732,https://unisteam.com/,-
733,http://www.umprf.ru/,http://www.umprf.ru//#about
734,https://www.madin.ru/,https://www.madin.ru//about/
735,http://innovation-tech.ru/reomed,-
736,http://innovation-tech.ru/yarschlif,-
737,https://physlab.ru/,-
738,https://cvcode.ru,-
739,https://lakeevsn.ru/,-
740,http://www.bazis.vrn.ru,-
741,http://www.promtehsnab2014.ru/,http://www.promtehsnab2014.ru//rus/about
742,https://www.masterklein.ru/,-
743,https://dm-matrix.com/,-
744,https://www.express-eco.ru/,https://www.express-eco.ru//company/
745,http://www.geosplit.ru,http://www.geosplit.ru/about-the-company
746,http://1с-ижтиси.рф,-
747,http://www.pilaint.ru,http://www.pilaint.ru/o-kompanii.aspx
748,http://www.tehohrana.ru,-
749,http://www.absoftsite.com/,http://www.absoftsite.com/company/
750,https://itmonitoring.pro,https://itmonitoring.pro/about-us/
751,https://mvsystem.ru,-
752,http://izometica.ru/,http://izometica.ru//about/about-company/
753,http://soft-comp.ru,-
754,http://aerogas.ru/,http://aerogas.ru//about.html
755,http://zntc.ru/,-
756,https://vizorlabs.com/,https://vizorlabs.com//company/
757,http://kor4-yaroslavl.ru/,-
758,http://rusgumus.ru/,-
759,http://www.timesavingmachine.ru/,http://www.timesavingmachine.ru//about/
760,http://wfsys.ru,http://wfsys.ru/about/
761,http://innovation-tech.ru/it-uchet,-
762,https://avk.agency/,-
763,http://ooo-tin.ru/,http://ooo-tin.ru//#about
764,http://www.sskgroup.ru,-
765,http://www.pgmk.ru,http://www.pgmk.ru/
766,http://www.nponorth.ru/,http://www.nponorth.ru//o-nas/chto-my-delaem
767,http://www.zao-vip.ru/,-
768,http://innovation-tech.ru/sintez-in,-
769,http://reinnolc.com/,-
770,https://induction.pro/,-
771,https://mzpm.net/,https://mzpm.net//o-kompanii/
772,https://scout-gps.ru/,-
773,http://bionovatic.ru,https://bionovatic.ru/about
774,http://diakon-ds.ru,-
775,http://www.ckb-orbita.ru/,-
776,http://emtc.ru,-
777,http://innovation-tech.ru/lymen-in,-
778,http://egls.pro,-
779,https://pravo-ros.ru/,https://pravo-ros.ru/moscow/about
780,http://embedika.ru,-
781,https://onlinepatent.ru,https://onlinepatent.ru/company/
782,https://bongo.life/,https://bongo.life//#about_s1
783,https://mntlab.com/,-
784,http://ashmanov.net,-
785,https://romansergeev.com,-
786,http://hammel.su,https://hammel.su/about/
787,http://muscles.ai/,-
788,http://zapod.ru/,-
789,http://npphortum.com/,-
790,http://sibexpo.org/,-
791,https://ipro-gsm.ru,https://ipro-gsm.ru/o-nas
792,http://avtoklav66.ru/,-
793,http://www.granatbio.ru,-
794,http://lookout.ssoft24.com/,-
795,https://ecospectrum.ru/,https://ecospectrum.ru//o-kompanii/
796,https://www.vinteo.com/,https://www.vinteo.com//ru/about-us
797,http://yaroksiteh.ru/,-
798,http://innovation-tech.ru/biostatika,-
799,https://geophystech.ru,-
800,https://cdo-global.ru/,-
801,https://neicon.ru/,-
802,http://temper.ru/,http://temper.ru//page/about
803,https://sovateh.pulscen.ru,https://sovateh.pulscen.ru/about
804,http://innovation-tech.ru/algoritm,-
805,http://www.epital.ru/,http://www.epital.ru//contuct/about.html
806,http://www.biointegrator.com/,http://www.biointegrator.com//o-kompanii/
807,http://donenergomash.ru,-
808,http://уралец.рф,-
809,http://www.envegroup.com/,-
810,http://foresight-fund.ru/,http://foresight-fund.ru/team
811,http://www.ltc.ru,-
812,https://ozforensics.com/,https://ozforensics.com//company_about
813,http://www.seisjet.ru/,http://www.seisjet.ru//about.html
814,https://pharma-se.ru/,https://pharma-se.ru//about/
815,https://rospuskonaladka.wixsite.com/centr,-
816,http://www.eemkzn.ru/,http://www.eemkzn.ru//about
817,http://www.tinform.ru/,http://www.tinform.ru//about/
818,https://cpztomsk.ru/,-
819,http://agromehanika.ru/,-
820,https://www.fbrush.ru/,-
821,http://stsystems-spb.ru/,http://stsystems-spb.ru/o-kompanii/
822,https://www.piter.com/,https://www.piter.com//page/o-kompanii
823,http://www.ntcbakor.ru/,http://www.ntcbakor.ru//about/
824,https://tpk36.ru/,https://tpk36.ru/about_us
825,https://way2wei.ru/,-
826,http://www.itinsamara.ru/,-
827,https://vc-k.ru/,-
828,http://innovation-tech.ru/diskus,-
829,https://www.tomskasu.ru/,https://www.tomskasu.ru//about/
830,http://neuro.ssoft24.com/,-
831,https://totsystems.ru/,-
832,https://expospace.online/,-
833,https://techprom.net/,-
834, https://www.cleverence.ru, https://www.cleverence.ru//www.cleverence.ru/about/
835,http://cib46.ru/,-
836,https://optecs-npp.ru/,https://optecs-npp.ru/o-kompanii/
837,https://www.ptz60.com/,-
838,https://www.rirpro.ru/,-
839,http://agrodozor.ru/,-
840,https://runavia.com/,-
841,http://mp-lab.ru/ru/,-
842,http://intemsys.ru/,-
843,https://lab-code.com,-
844,https://www.polyairpack.ru/,https://www.polyairpack.ru//about
845,https://www.pln.one,-
846,https://picvar.io/,-
847,http://pltm.org/,http://pltm.org/pltm-about/
848,http://itdcenter.ru/,http://itdcenter.ru//index.html#1
849,https://mircond.com/,-
850,http://clix.band/,-
851,http://evachem.ru/,http://evachem.ru//o_kompanii/
852,https://tctech.com.ru,-
853,https://iv-armatura.ru/,https://iv-armatura.ru//o-kompanii
854,http://neonmetro.ru/,-
855,https://praqti.com/,-
856,https://www.gamma-tech.ru/,-
857,https://sherparpa.ru/,https://sherparpa.ru/o-kompanii/
858,http://armatech2016.ru/,http://armatech2016.ru/%d0%be-%d0%ba%d0%be%d0%bc%d0%bf%d0%b0%d0%bd%d0%b8%d0%b8/
859,https://www.emiia.ai,-
860,https://ulaser.ru/,https://ulaser.ru//about/about-company/
861,https://pospeta.ru/,https://pospeta.ru/about/
862,http://a-bio.ru/,http://a-bio.ru//about/
863,http://pg-elcom.ru/,https://briswik.ru/proizvodstvo-knopok-briswik/
864,http://greenbar.online/,-
865,http://zavodagromig.ru/,-
866,http://www.insolar.ru,-
867,http://zevs-48.ru/,-
868,https://kortekh.ru/,-
869,http://vsuhare.ru/,-
870,https://www.dtprom.ru/,-
871,https://unichimtek.com/,https://unichimtek.com//about/?block=a_about
872,https://ast-58.ru/,-
873,https://npotelecom.ru,-
874,https://18ets.ru/,-
875,https://isomaxrus.ru/,https://isomaxrus.ru//kompaniya/o-kompanii/
876,https://inchronicles.com/,-
877,https://zavodpem.ru/,-
878,http://www.split-k.com/,-
879,https://arkon3d.ru/stroitelnyj-3d-printer/,-
880,https://www.xredgroup.com/,-
881,http://pecrus.pulscen.ru/,https://pecrus.pulscen.ru/about
882,https://runibor.com/,-
883,https://ivan-pole.ru/,-
884,http://krasdorznak.ru/,http://krasdorznak.ru//about/
885,https://merlinface.com,-
886,http://sputnik.systems/,https://sputnik.systems/about/
887,https://www.sphera.site/,-
888,https://dsight.ru/,https://dsight.ru//company/
889,https://aivok.com/,-
890,http://beepitron.com/electric-production/,-
891,http://beepitron.com/electric-production/,-
892,https://omexpro.ru,https://omexpro.ru/company/
893,https://focus.bi/main/,-
894,http://ht-rs.ru,-
895,https://abacuskids.ru/,-
896,https://ростин.рф/,-
897,https://sauri.io/,-
898,https://ten-lab.ru,https://ten-lab.ru/#1
899,https://russ-35.ru,-
900,http://www.intechmedia.ru/,-
901,http://xn--80ashrack3g.xn--p1ai/,-
902,https://www.ergolight.ru/,-
903,http://www.tehprispro.ru/,-
904,http://www.medkom-npf.ru/,http://www.medkom-npf.ru//o-kompanii
905,https://kelvin-in.ru/,-
906,http://www.rsvco.ru/,http://www.rsvco.ru//#sec-f917
907,http://hydrobiotech.ru//,-
908,https://deltard.ru/,https://deltard.ru//about.html
909,https://bnovo.ru,https://bnovo.ru/o-nas/
910,https://izhdrill.ru,-
911,http://koalecenter.ru,-
912,https://lasercom.tb.ru/,-
913,https://integrationlab.ru,-
914,https://ieidp.ru/,-
915,https://www.zditd.ru,-
916,https://cyber-training.ru,-
917,http://www.nt-geo.ru/,http://www.nt-geo.ru//company/
918,http://itdcenter.ru/,http://itdcenter.ru//index.html#1
919,https://konoplektika.ru/,-
920,http://1Lay.com,-
921,https://www.tyumnt.ru/,https://www.tyumnt.ru//about/
922,https://kristallnails.ru/,https://kristallnails.ru/o-kompanii
923,https://cityair.io/,https://cityair.io//ru/about
924,https://it-electroniks.ru/,-
925,http://spbkvant.ru/,http://spbkvant.ru//
926,https://pharmmedpolis.com/,-
927,http://diakon-ds.ru,-
928,http://zavodagromig.ru/,-
929,http://gradiation.ru,-
930,http://finsystbro.com,-
931,http://agvrobot.ru/,http://agvrobot.ru//#box4
932,http://www.rosteleservice.ru/,-
933,http://teclog.ru/,http://teclog.ru//about
934,https://has.ru/,-
935,http://innovation-tech.ru/npo-atom,-
936,https://www.entexgroup.ru/,-
937,https://b4com.tech/,-
938,https://tako-line.ru/,https://tako-line.ru//company/
939,https://www.soyuz.pro/,https://www.soyuz.pro//#about
940,https://villina.ru/,-
941,https://www.mercury-tex.ru/,https://www.mercury-tex.ru//о-компании
942,https://paket22.ru/,https://paket22.ru//o-kompanii
943,https://mielta.ru/,-
944,https://robo-voice.ru/,https://robo-voice.ru/about/
945,http://www.safib.ru,-
946,https://unisteam.com/,-
947,http://www.ckb-orbita.ru/,-
948,http://laduga.ru,https://laduga.ru/o-nas/o-kompanii/
949,https://mas-service.org,-
950,https://npk-ptm.ru/,https://npk-ptm.ru/about-company/
951,http://agrocel.ru/,-
952,https://original-group.ru/,-
953,https://www.info-pro.ru,-
954,https://radiator42.ru/,-
955,http://www.forc-photonics.ru/,-
956,https://greentek.eco/,https://greentek.eco/o-kompanii/
957,https://tecman.ru/,-
958,https://lorett.org/,-
959,http://rmbit.ru/,-
960,http://www.formoplast-spb.ru/,-
961,http://skytracking.ru/,-
962,https://tetrika-school.ru/,-
963,https://www.silero.ai/,-
964,http://soft-era.ru/,http://soft-era.ru/#section-built-with-love
965,http://innovaplus76.ru,-
966,https://marineinnovation.ru,-
967,https://admon.ai/,-
968,https://geecko.ru/,-
969,http://electronserv.ru/,-
970,http://tutjdut.ru/,-
971,https://www.erlab.ru/,-
972,https://mediatoday.ru/,-
973,https://miks.su/,https://miks.su//#
974,https://www.kcelectro.ru/,-
975,http://ldlab.ru,-
976,http://gelios-geo.com/,http://gelios-geo.com/
977,http://www.normacor.ru/,-
978,http://embedika.ru,-
979,http://prestorus.com/,-
980,https://oil-avtomatika.ru,-
981,http://polimiz-tara.ru/,-
982,http://fotiskaluga.ru,-
983,https://www.realteks.net/,-
984,http://www.kometeh.ru,-
985,http://enameru.com,http://enameru.com/about
986,https://pakka.ru,https://pakka.ru/about/
987,http://www.idm-plus.ru/,http://www.idm-plus.ru//about/
988,https://supercam.aero/,https://supercam.aero//about/
989,https://www.aerokon.su/,-
990,http://alliancehealth.ru/,http://alliancehealth.ru/o-kompanii/
991,https://easyreportbot.com,-
992,https://prom-obogrev.ru/,https://prom-obogrev.ru//company/index.php
993,http://tavridasip.ru/,http://tavridasip.ru//o-kompanii.html
994,http://www.innovation-tech.ru/ooo-stin,-
995,https://smartgeosystems.ru/,-
996,https://aliway.ru/,-
997,http://nwttc.ru/proekty/laboratoriya-gibkoj-elektr,-
998,https://ro-met.com,https://ro-met.com/o-kompanii
999,https://mipmechanic.ru/ ,-
1000,http://www.sib-is.ru/,http://www.sib-is.ru//index.php/about
1001,http://mcode-spb.ru/,-
1002,https://news.myseldon.com/ru/,-
1003,http://mviewer.ru/,-
1004,https://www.almacode.ru,https://www.almacode.ru/компания
1005,http://www.geosplit.ru,http://www.geosplit.ru/about-the-company
1006,https://genoanalytica.ru/,https://genoanalytica.ru//about
1007,https://service-marine.com/,-
1008,http://ipc-pilot.com/,-
1009,http://www.vector.ru/,-
1010,https://dataforce.io/,-
1011,https://www.service.guru/,-
1012,https://encry.ru/,-
1013,https://ecosoft.pro/,-
1014,https://med-market.ru/,https://med-market.ru//#about
1015,https://sandwel.ru/,https://sandwel.ru/o-kompanii/
1016,https://itob.ru,-
1017,https://videocontrol.tb.ru,-
1018,https://amber-soft.ru/,-
1019,https://micord.ru/,https://micord.ru/o-kompanii/
1020,http://neuro.ssoft24.com,-
1021,https://joys.digital,-
1022,https://vr-master.ru/,-
1023,https://sauk.ru,-
1024,http://www.1t.studio/,-
1025,https://braingarden.ai/ru/,-
1026,https://omega-r.com,-
1027,https://inbisyst.ru,https://inbisyst.ru/about
1028,https://flexlab.ru/,-
1029,https://avasystems.ru/,-
1030,http://mestech.ru/,http://mestech.ru//#team
1031,https://sbiznes.ru/,-
1032,http://smarttech76.ru/,-
1033,https://trion-led.ru/,-
1034,http://innovation-tech.ru/splav-arm,-
1035,https://invitrotest.ru/,-
1036,https://technolab24.ru/,-
1037,https://volga-soft.ru/,https://volga-soft.ru//company/index.php
1038,https://smz.giberno.ru/,-
1039,https://xn--80afolmcdcbsu.xn--p1ai/,-
1040,http://ooo-isc.ru/,-
1041,https://incom.tb.ru,-
1042,https://otclick-adv.ru/,-
1043,https://innokassa.ru,-
1044,http://mestech.ru/,http://mestech.ru//#team
1045,https://mgmarms.com/,-
1046,https://агрохим-биотех.рф/,-
1047,http://www.gantrycnc.ru/,http://www.gantrycnc.ru//about.html
1048,http://demo.expertise.digimatics.ru/,-
1049,https://uud.school/,-
1050,http://www.abn-hitech.ru/ru/avia/,-
1051,https://www.stown.ooo,-
1052,https://engchem.ru/,-
1053,https://diora.pro,-
1054,http://bio-v-company.ru/,-
1055,https://imv-ms.com,-
1056,https://medgital.org/,-
1057,https://glav-kb.ru,https://glav-kb.ru/o-kompanii/
1058,https://languagespeakingclubs.ru/,-
1059,https://forteza.ru/,-
1060,https://mindandmachine.ru/,-
1061,http://www.rtsoft.ru/,http://www.rtsoft.ru//javascript:;
1062,https://www.integrant.ru/,-
1063,https://bidzaar.com/,-
1064,http://harlab.ru/,https://harlab.ru/o-magazine/
1065,https://www.imsat.spb.ru,https://imsat.spb.ru/o-kompanii/
1066,https://terebra.ru/,https://terebra.ru//about
1067,https://www.en-telematiks.ru/,https://www.en-telematiks.ru//o_kompanii/
1068,https://svetoforgroup.ru/,https://svetoforgroup.ru//ru/about
1069,http://skbpn.ru,-
1070,https://edpro.ru/,-
1071,https://pampadu.ru/,-
1072,https://konnektu.ai/,-
1073,https://innovaplus.ru,https://innovaplus.ru:443/about/
1074,https://myheat.net/,https://myheat.net//o-kompanii
1075,http://gidromeh.ukit.me,-
1076,https://tech-success.ru,-
1077,https://tpk36.ru/,https://tpk36.ru/about_us
1078,https://iv-armatura.ru/,https://iv-armatura.ru//o-kompanii
1079,https://nppngt.ru/,https://nppngt.ru//o-kompnii
1080,http://www.poz-pak.ru/,http://www.poz-pak.ru//o-kompanii.html
1081,https://qummy.ru/,-
1082,https://работа-здесь.рф,https://работа-здесь.рф/aboutCompany
1083,https://ivolga.tech,-
1084,http://innovation-tech.ru/yars,-
1085,https://tdspeckom.ru/,-
1086,https://www.titabit.com/,-
1087,http://stk-76.ru/,-
1088,https://oskelly.ru/,-
1089,https://onlinepatent.ru,https://onlinepatent.ru/company/
1090,https://zmkeuro.ru/,-
1091,https://tota.systems/ru/,https://tota.systems/ru//ru/about/
1092,https://ипфкраст.рф,-
1093,https://art3d.ru/,-
1094,http://lenkomtech.ru/,http://lenkomtech.ru//o-nas/o-kompanii/index.php
1095,http://nt-centr.ru/,-
1096,http://bashinkom.ru,-
1097,https://okapol.ru/,https://okapol.ru//company/index.php
1098,https://emkostvologda.ru/,https://emkostvologda.ru/about_company/
1099,https://abcrf.ru/,https://abcrf.ru//about.php
1100,https://www.neostk.com/,-
1101,http://www.videosoftdev.com/ru,-
1102,https://eng.eltecom.ru/,https://eng.eltecom.ru//company/index.php
1103,https://movicomelectric.com/,https://movicomelectric.com//company/
1104,https://alzamir.ru/,https://alzamir.ru//o-kompanii/#about
1105,https://www.elma-bpm.ru/,-
1106,https://compvisionsys.com,-
1107,https://flown.pro,-
1108,https://bash.today/,-
1109, https://sibereco.com,-
1110,http://atomhimmash.ru/,-
1111,http://ae-ai.ru,-
1112,https://tech-vision.org/,-
1113,https://aztlcom.ru/,https://aztlcom.ru/o-kompanii
1114,http://poliak-com.ru/,http://poliak-com.ru//about/
1115,https://aurid.ukit.me,-
1116,https://profit-ug.ru/,https://profit-ug.ru//about
1117,https://www.masterklein.ru/,-
1118,https://egoracademy.wixsite.com/novik91,-
1119,https://racurs.ru/,-
1120,http://neuro.ssoft24.com/,-
1121,https://socmedica.com/,https://socmedica.com//about.html
1122,https://coder-ltd.ru/ ,-
1123, http://li-mt.ru,-
1124,https://c6tools.com/,-
1125,https://tis.tatar/,-
1126,https://sendit.ru,-
1127,https://partner.wellchoice.ru,-
1128,https://rdtcenter.com/,https://rdtcenter.com//#company
1129,https://avsw.ru/,https://avsw.ru//about
1130,https://versta.online/,-
1131,https://deledzavod.ru,https://deledzavod.ru/o-kompanii/
1132,http://melfit.ru/,-
1133,http://mobidik45.ru/,http://mobidik45.ru//kompaniya
1134,http://cdpsystem.ru/,-
1135,http://borus124.ru/,http://borus124.ru//company/
1136,https://sfence.ru/,-
1137,https://proledsystem.ru/,https://proledsystem.ru//company/
1138,http://tagco.ru/doc-processing/,-
1139,http://velam-rus.ru/,http://velam-rus.ru//o-kompanii/
1140,https://91.team/,-
1141,http://soft-avtomatik.ru/,http://soft-avtomatik.ru//index.php
1142,https://smelcom.ru/,-
1143,http://skyline-ryb.ukit.me/,-
1144,https://avsw.ru/,https://avsw.ru//about
1145,https://avsw.ru/,https://avsw.ru//about
1146,http://beepitron.com/electric-production/,-
1147,https://sherparpa.ru/,https://sherparpa.ru/o-kompanii/
